"","topic","term","beta"
"44956",6,"бассейн",0.000122584582868299
"44957",7,"бассейн",9.36285584728457e-292
"44958",8,"бассейн",6.98688069069027e-288
"44959",9,"бассейн",1.29185025446072e-225
"44960",10,"бассейн",1.04928418362118e-284
"44961",1,"бастовать",8.19839929639679e-30
"44962",2,"бастовать",3.72007597602084e-44
"44963",3,"бастовать",3.72007597602084e-44
"44964",4,"бастовать",1.16105426772693e-321
"44965",5,"бастовать",0
"44966",6,"бастовать",2.88015879894808e-174
"44967",7,"бастовать",0.000121937780305409
"44968",8,"бастовать",0
"44969",9,"бастовать",3.72007597602084e-44
"44970",10,"бастовать",5.08731372770715e-306
"44971",1,"баталюн",0.000121759621289384
"44972",2,"баталюн",3.72007597602084e-44
"44973",3,"баталюн",3.72007597602084e-44
"44974",4,"баталюн",4.00758410814179e-15
"44975",5,"баталюн",3.72007597602084e-44
"44976",6,"баталюн",3.72007597602084e-44
"44977",7,"баталюн",3.72007597602084e-44
"44978",8,"баталюн",2.63561355190981e-37
"44979",9,"баталюн",3.72007597602084e-44
"44980",10,"баталюн",1.94235482255217e-83
"44981",1,"батья",2.78078887356839e-306
"44982",2,"батья",8.74198130161648e-14
"44983",3,"батья",3.52638581481852e-51
"44984",4,"батья",3.20894553444141e-302
"44985",5,"батья",1.18142240166446e-309
"44986",6,"батья",0.000122587526814192
"44987",7,"батья",1.01876106233813e-36
"44988",8,"батья",4.23530107229798e-12
"44989",9,"батья",0.000307528247376197
"44990",10,"батья",4.16010329709242e-270
"44991",1,"беа",5.14321590611659e-20
"44992",2,"беа",3.72007597602084e-44
"44993",3,"беа",4.44659081257122e-323
"44994",4,"беа",1.70875601731858e-22
"44995",5,"беа",0.000107816546534024
"44996",6,"беа",7.99595841229473e-320
"44997",7,"беа",6.76925745955513e-35
"44998",8,"беа",1.11294363733185e-316
"44999",9,"беа",5.92878775009496e-323
"45000",10,"беа",6.24194632893629e-315
"45001",1,"бебель",4.30392974566571e-311
"45002",2,"бебель",2.87133747489821e-31
"45003",3,"бебель",0
"45004",4,"бебель",1.73860267981162e-317
"45005",5,"бебель",1.48219693752374e-323
"45006",6,"бебель",1.67982319586024e-321
"45007",7,"бебель",5.08887615216484e-322
"45008",8,"бебель",8.36587030199253e-318
"45009",9,"бебель",0.00010250941686814
"45010",10,"бебель",1.65297733564271e-314
"45011",1,"бея",8.63076705646984e-317
"45012",2,"бея",7.41831699791556e-05
"45013",3,"бея",2.1477033624719e-320
"45014",4,"бея",6.80294083074947e-313
"45015",5,"бея",5.67928459894513e-320
"45016",6,"бея",3.80168692505464e-318
"45017",7,"бея",4.51378374040563e-320
"45018",8,"бея",3.87045873847346e-315
"45019",9,"бея",3.85603027780693e-20
"45020",10,"бея",6.72032513231596e-311
"45021",1,"безе",1.77922653125651e-282
"45022",2,"безе",5.99858534824411e-23
"45023",3,"безе",5.64033461481422e-169
"45024",4,"безе",2.40712049892679e-312
"45025",5,"безе",2.44081422972061e-317
"45026",6,"безе",0.000122587526814913
"45027",7,"безе",3.35202839352725e-317
"45028",8,"безе",9.25397089760733e-312
"45029",9,"безе",1.81736237322016e-276
"45030",10,"безе",4.3152859130513e-67
"45031",1,"бескорыстно",5.83637771169681e-318
"45032",2,"бескорыстно",7.41831699791556e-05
"45033",3,"бескорыстно",4.05627895235663e-321
"45034",4,"бескорыстно",1.08390502929285e-313
"45035",5,"бескорыстно",4.4451086156337e-320
"45036",6,"бескорыстно",4.91122397975841e-317
"45037",7,"бескорыстно",1.01802423951847e-317
"45038",8,"бескорыстно",5.1783401265234e-316
"45039",9,"бескорыстно",2.38006873776084e-35
"45040",10,"бескорыстно",3.8803563818903e-313
"45041",1,"безопасность",0
"45042",2,"безопасность",0
"45043",3,"безопасность",3.24253658656036e-45
"45044",4,"безопасность",2.91498731046335e-322
"45045",5,"безопасность",3.72007597602084e-44
"45046",6,"безопасность",3.72007597602084e-44
"45047",7,"безопасность",3.72007597602084e-44
"45048",8,"безопасность",0.000139689378383325
"45049",9,"безопасность",3.72007597602084e-44
"45050",10,"безопасность",8.89318162514244e-323
"45051",1,"беспорядкахь",8.55671340583514e-37
"45052",2,"беспорядкахь",3.83976950503608e-318
"45053",3,"беспорядкахь",9.14880960849119e-05
"45054",4,"беспорядкахь",8.38173689423097e-304
"45055",5,"беспорядкахь",3.01660189271917e-26
"45056",6,"беспорядкахь",2.92766277110415e-20
"45057",7,"беспорядкахь",3.69141326577211e-296
"45058",8,"беспорядкахь",8.76428207446951e-307
"45059",9,"беспорядкахь",8.05244515635603e-313
"45060",10,"беспорядкахь",2.58585104834202e-304
"45061",1,"беспорядок",1.07934608521836e-24
"45062",2,"беспорядок",9.98575287475679e-34
"45063",3,"беспорядок",8.27212258085827e-316
"45064",4,"беспорядок",0.000135868279059179
"45065",5,"беспорядок",3.09453026267278e-279
"45066",6,"беспорядок",0.00013108170918825
"45067",7,"беспорядок",7.59338315539135e-283
"45068",8,"беспорядок",4.05715750670035e-186
"45069",9,"беспорядок",2.07318235416524e-316
"45070",10,"беспорядок",2.10204092563906e-310
"45071",1,"безработица",0.000121759621085658
"45072",2,"безработица",1.26158179084471e-13
"45073",3,"безработица",8.28352942026976e-316
"45074",4,"безработица",4.83811172751078e-192
"45075",5,"безработица",1.89936620624625e-317
"45076",6,"безработица",2.30063163720313e-314
"45077",7,"безработица",3.16210061173703e-315
"45078",8,"безработица",3.74316109180458e-311
"45079",9,"безработица",2.4202627472874e-297
"45080",10,"безработица",9.24246959255756e-309
"45081",1,"безрезультатно",2.35569907058331e-317
"45082",2,"безрезультатно",0
"45083",3,"безрезультатно",1.89934787600238e-149
"45084",4,"безрезультатно",4.34741663850942e-314
"45085",5,"безрезультатно",3.69686335376063e-280
"45086",6,"безрезультатно",0.000122587526814913
"45087",7,"безрезультатно",2.81701903354949e-318
"45088",8,"безрезультатно",9.0754138898396e-315
"45089",9,"безрезультатно",1.76546277834362e-197
"45090",10,"безрезультатно",2.6719835163538e-313
"45091",1,"бест",7.74254441205536e-90
"45092",2,"бест",2.53608370180114e-27
"45093",3,"бест",0
"45094",4,"бест",5.026129815143e-319
"45095",5,"бест",0
"45096",6,"бест",0
"45097",7,"бест",0
"45098",8,"бест",6.91691904177745e-322
"45099",9,"бест",0.00010250941686814
"45100",10,"бест",1.71373092113432e-318
"45101",1,"бейлиса",3.72007597602084e-44
"45102",2,"бейлиса",1.02789143794965e-55
"45103",3,"бейлиса",3.72007597602084e-44
"45104",4,"бейлиса",0.000145983592504751
"45105",5,"бейлиса",1.49391962105259e-55
"45106",6,"бейлиса",3.72007597602084e-44
"45107",7,"бейлиса",3.72007597602084e-44
"45108",8,"бейлиса",3.72007597602084e-44
"45109",9,"бейлиса",3.72007597602084e-44
"45110",10,"бейлиса",3.72007597602084e-44
"45111",1,"беккер",0.000121759621292726
"45112",2,"беккер",7.41795822453689e-68
"45113",3,"беккер",8.70508476338425e-112
"45114",4,"беккер",3.72007597602084e-44
"45115",5,"беккер",7.46289200579962e-56
"45116",6,"беккер",9.2011607203375e-41
"45117",7,"беккер",7.09900042460357e-265
"45118",8,"беккер",9.66907963277079e-56
"45119",9,"беккер",7.09554094554282e-56
"45120",10,"беккер",1.08705499035431e-55
"45121",1,"бел",1.72927860834064e-261
"45122",2,"бел",1.22972939249886e-320
"45123",3,"бел",1.63048876486041e-317
"45124",4,"бел",2.69232462866511e-309
"45125",5,"бел",4.81533754725643e-316
"45126",6,"бел",3.46765298820243e-314
"45127",7,"бел",0.000121937780305409
"45128",8,"бел",1.18541706283619e-226
"45129",9,"бел",1.90351456915368e-315
"45130",10,"бел",4.00332589361336e-308
"45131",1,"беликобритана",3.72007597602084e-44
"45132",2,"беликобритана",1.19418905360831e-55
"45133",3,"беликобритана",9.14880960849119e-05
"45134",4,"беликобритана",3.72007597602084e-44
"45135",5,"беликобритана",3.72007597602084e-44
"45136",6,"беликобритана",3.72007597602084e-44
"45137",7,"беликобритана",3.72007597602084e-44
"45138",8,"беликобритана",3.72007597602084e-44
"45139",9,"беликобритана",1.65018041419647e-55
"45140",10,"беликобритана",0
"45141",1,"бергер",0.000121759621292726
"45142",2,"бергер",1.25815735950048e-55
"45143",3,"бергер",1.55165142482132e-55
"45144",4,"бергер",3.72007597602084e-44
"45145",5,"бергер",3.72007597602084e-44
"45146",6,"бергер",3.72007597602084e-44
"45147",7,"бергер",3.72007597602084e-44
"45148",8,"бергер",3.72007597602084e-44
"45149",9,"бергер",1.7385746293525e-55
"45150",10,"бергер",3.72007597602084e-44
"45151",1,"бердянск",5.14923566022057e-312
"45152",2,"бердянск",3.58049373541151e-320
"45153",3,"бердянск",9.14880960823163e-05
"45154",4,"бердянск",3.4379009911325e-309
"45155",5,"бердянск",1.19657426111892e-314
"45156",6,"бердянск",3.47817472541059e-15
"45157",7,"бердянск",5.16294358795192e-314
"45158",8,"бердянск",2.4952682257626e-308
"45159",9,"бердянск",5.45943189694021e-26
"45160",10,"бердянск",7.17092691688879e-307
"45161",1,"береговой",0.00024351095732493
"45162",2,"береговой",4.53175093168229e-317
"45163",3,"береговой",6.22540299271689e-09
"45164",4,"береговой",2.47630497844719e-305
"45165",5,"береговой",1.31640902042802e-311
"45166",6,"береговой",1.07837222908153e-308
"45167",7,"береговой",4.23826601077902e-35
"45168",8,"береговой",1.21627130353318e-38
"45169",9,"береговой",3.83675999378783e-312
"45170",10,"береговой",9.18071639605596e-296
"45171",1,"березин",2.47032822920623e-323
"45172",2,"березин",0
"45173",3,"березин",1.22748210141848e-18
"45174",4,"березин",0.000145983592504749
"45175",5,"березин",0
"45176",6,"березин",1.65363771663065e-320
"45177",7,"березин",0
"45178",8,"березин",2.0770519751166e-320
"45179",9,"березин",1.02848377502203e-29
"45180",10,"березин",5.77876471673526e-318
"45181",1,"берет",4.81582089167776e-318
"45182",2,"берет",9.86737083577061e-13
"45183",3,"берет",9.14880948679959e-05
"45184",4,"берет",3.73181780576905e-313
"45185",5,"берет",2.67783580045956e-320
"45186",6,"берет",3.88879069841645e-320
"45187",7,"берет",6.37182705762718e-238
"45188",8,"берет",5.34143088849002e-44
"45189",9,"берет",7.2528836809495e-320
"45190",10,"берет",3.75469226069407e-313
"45191",1,"берн",8.25049233747678e-316
"45192",2,"берн",2.68369384948419e-75
"45193",3,"берн",8.60090023038207e-36
"45194",4,"берн",1.01022480559812e-315
"45195",5,"берн",5.15804534258261e-321
"45196",6,"берн",1.31117794860956e-277
"45197",7,"берн",3.39917164338778e-321
"45198",8,"берн",0.000139689378383325
"45199",9,"берн",6.96632560636158e-322
"45200",10,"берн",3.95634697406527e-310
"45201",1,"бернский",4.94065645841247e-324
"45202",2,"бернский",7.41831699791556e-05
"45203",3,"бернский",1.22719112842393e-37
"45204",4,"бернский",7.11454530011395e-321
"45205",5,"бернский",3.72007597602084e-44
"45206",6,"бернский",0
"45207",7,"бернский",0
"45208",8,"бернский",3.95252516672997e-323
"45209",9,"бернский",0
"45210",10,"бернский",9.12885093820871e-320
"45211",1,"бернсон",3.72007597602084e-44
"45212",2,"бернсон",8.35643441082952e-56
"45213",3,"бернсон",1.03057633701396e-55
"45214",4,"бернсон",3.72007597602084e-44
"45215",5,"бернсон",9.52908623082227e-74
"45216",6,"бернсон",1.38089845523931e-55
"45217",7,"бернсон",0.000121937780305409
"45218",8,"бернсон",3.72007597602084e-44
"45219",9,"бернсон",4.8862504745451e-130
"45220",10,"бернсон",3.72007597602084e-44
"45221",1,"берта",0.000121759621292726
"45222",2,"берта",1.13394505242187e-55
"45223",3,"берта",1.39846367074176e-55
"45224",4,"берта",3.72007597602084e-44
"45225",5,"берта",1.6480562201378e-55
"45226",6,"берта",3.72007597602084e-44
"45227",7,"берта",1.86390976393846e-55
"45228",8,"берта",3.72007597602084e-44
"45229",9,"берта",1.56693275705812e-55
"45230",10,"берта",3.72007597602084e-44
"45231",1,"брать",1.05043039872436e-39
"45232",2,"брать",7.41831699777566e-05
"45233",3,"брать",3.4527126977303e-13
"45234",4,"брать",4.44281534010271e-30
"45235",5,"брать",2.6471579214741e-303
"45236",6,"брать",3.51122082024689e-291
"45237",7,"брать",0.000121937779843843
"45238",8,"брать",1.04638651194973e-21
"45239",9,"брать",0.000205018833739373
"45240",10,"брать",9.50592352847268e-40
"45241",1,"бесенок",3.72007597602084e-44
"45242",2,"бесенок",4.89684241381748e-82
"45243",3,"бесенок",1.39153845407614e-55
"45244",4,"бесенок",0.000145983592504751
"45245",5,"бесенок",2.88036454524434e-73
"45246",6,"бесенок",3.72007597602084e-44
"45247",7,"бесенок",3.72007597602084e-44
"45248",8,"бесенок",3.72007597602084e-44
"45249",9,"бесенок",4.30402471365382e-305
"45250",10,"бесенок",3.72007597602084e-44
"45251",1,"бетмап",3.56433299609681e-305
"45252",2,"бетмап",7.41831691427907e-05
"45253",3,"бетмап",1.03146619692412e-12
"45254",4,"бетмап",3.49411206321309e-301
"45255",5,"бетмап",2.02823308865212e-308
"45256",6,"бетмап",2.49194275423261e-306
"45257",7,"бетмап",3.80264626476168e-307
"45258",8,"бетмап",3.59534444074656e-302
"45259",9,"бетмап",2.17698705471396e-20
"45260",10,"бетмап",5.84239557471262e-301
"45261",1,"бивуак",1.12992813203893e-320
"45262",2,"бивуак",7.4109846876187e-323
"45263",3,"бивуак",8.83567747223273e-307
"45264",4,"бивуак",1.99447532526763e-317
"45265",5,"бивуак",4.94065645841247e-324
"45266",6,"бивуак",1.94051428906727e-306
"45267",7,"бивуак",4.94065645841247e-324
"45268",8,"бивуак",0.000139689378383325
"45269",9,"бивуак",1.42736472633688e-62
"45270",10,"бивуак",2.43529897491609e-319
"45271",1,"билетный",5.49514391768932e-27
"45272",2,"билетный",1.52194202960202e-64
"45273",3,"билетный",3.72007597602084e-44
"45274",4,"билетный",4.16893678793328e-23
"45275",5,"билетный",2.96082497893876e-31
"45276",6,"билетный",6.5694181987565e-297
"45277",7,"билетный",0
"45278",8,"билетный",3.45845952088873e-323
"45279",9,"билетный",3.72007597602084e-44
"45280",10,"билетный",0.000157047054249793
"45281",1,"билль",7.75188998324916e-321
"45282",2,"билль",3.72007597602084e-44
"45283",3,"билль",1.77270753727839e-320
"45284",4,"билль",1.80833258663176e-40
"45285",5,"билль",0
"45286",6,"билль",1.20272666865024e-13
"45287",7,"билль",2.56914135837448e-322
"45288",8,"билль",0.000139689378246273
"45289",9,"билль",0
"45290",10,"билль",7.37045302423082e-317
"45291",1,"биржевой",7.33630473179655e-297
"45292",2,"биржевой",1.90531475662218e-319
"45293",3,"биржевой",1.35426762015512e-144
"45294",4,"биржевой",0.000145983592504751
"45295",5,"биржевой",1.31735312409791e-166
"45296",6,"биржевой",2.74526206408558e-313
"45297",7,"биржевой",5.66125906836736e-312
"45298",8,"биржевой",1.18997649050366e-167
"45299",9,"биржевой",3.32852801483938e-313
"45300",10,"биржевой",6.51628805987795e-306
"45301",1,"бит",1.13696895414549e-302
"45302",2,"бит",0.000177705140548075
"45303",3,"бит",2.70325907660676e-306
"45304",4,"бит",1.43956209339961e-26
"45305",5,"бит",4.17751408356669e-307
"45306",6,"бит",2.60807689529889e-303
"45307",7,"бит",6.53480946553464e-304
"45308",8,"бит",1.0009600496169e-48
"45309",9,"бит",0.000164477248078611
"45310",10,"бит",2.03718500105807e-286
"45311",1,"битоль",2.09863516573816e-88
"45312",2,"битоль",0
"45313",3,"битоль",1.48219693752374e-323
"45314",4,"битоль",3.25632147431843e-263
"45315",5,"битоль",2.62670000611499e-319
"45316",6,"битоль",0.000122587526814913
"45317",7,"битоль",1.15706784946806e-291
"45318",8,"битоль",4.91932818548338e-314
"45319",9,"битоль",4.64421707090772e-322
"45320",10,"битоль",6.3061606733303e-316
"45321",1,"бклье",1.87350255363294e-52
"45322",2,"бклье",6.6204796542727e-322
"45323",3,"бклье",9.78951551982763e-319
"45324",4,"бклье",2.00121323651785e-308
"45325",5,"бклье",0.000215633093068049
"45326",6,"бклье",1.68643988504288e-314
"45327",7,"бклье",1.5618646948448e-47
"45328",8,"бклье",6.11366734616934e-312
"45329",9,"бклье",1.52108929109872e-317
"45330",10,"бклье",5.22403823349159e-309
"45331",1,"благо",5.24297522710272e-319
"45332",2,"благо",4.79193523068251e-17
"45333",3,"благо",2.17388884170148e-322
"45334",4,"благо",2.96498828180416e-288
"45335",5,"благо",3.15213882046715e-321
"45336",6,"благо",1.37794908625124e-320
"45337",7,"благо",2.28604174330745e-320
"45338",8,"благо",9.49459168806843e-42
"45339",9,"благо",4.29837111881884e-321
"45340",10,"благо",0.000157047054249692
"45341",1,"благодарность",2.14461913442197e-18
"45342",2,"благодарность",6.42547321764925e-268
"45343",3,"благодарность",3.0936290373937e-272
"45344",4,"благодарность",0.000145983592506551
"45345",5,"благодарность",3.15960915925584e-41
"45346",6,"благодарность",1.15185034367619e-310
"45347",7,"благодарность",5.25961218463816e-19
"45348",8,"благодарность",3.86787467927771e-25
"45349",9,"благодарность",7.28098273122093e-23
"45350",10,"благодарность",0.000157047054247854
"45351",1,"бланк",4.29531183585668e-27
"45352",2,"бланк",1.3663910096035e-21
"45353",3,"бланк",7.5072653808215e-305
"45354",4,"бланк",8.42828496804356e-24
"45355",5,"бланк",9.9064640672011e-34
"45356",6,"бланк",1.4471135222776e-275
"45357",7,"бланк",1.37229176544361e-301
"45358",8,"бланк",6.42290726041429e-298
"45359",9,"бланк",0.000102509416863649
"45360",10,"бланк",0.000157047054256674
"45361",1,"близко",0.000211369797934483
"45362",2,"близко",6.2255202456429e-89
"45363",3,"близко",7.27281292550444e-275
"45364",4,"близко",0.000140701484904322
"45365",5,"близко",1.28316882938293e-302
"45366",6,"близко",7.65739041170186e-300
"45367",7,"близко",1.73190084707194e-11
"45368",8,"близко",0.00017337941627966
"45369",9,"близко",6.05264683017923e-06
"45370",10,"близко",9.2474508398263e-295
"45371",1,"блоха",3.72007597602084e-44
"45372",2,"блоха",7.41831699791556e-05
"45373",3,"блоха",3.72007597602084e-44
"45374",4,"блоха",4.23986465731737e-223
"45375",5,"блоха",3.72007597602084e-44
"45376",6,"блоха",3.72007597602084e-44
"45377",7,"блоха",5.94656273277281e-30
"45378",8,"блоха",3.72007597602084e-44
"45379",9,"блоха",3.72007597602084e-44
"45380",10,"блоха",0
"45381",1,"блпзок",6.07868022073629e-306
"45382",2,"блпзок",1.47525051386972e-314
"45383",3,"блпзок",9.1488094181766e-05
"45384",4,"блпзок",2.9201765793507e-185
"45385",5,"блпзок",1.85828475956351e-309
"45386",6,"блпзок",1.47820728976564e-43
"45387",7,"блпзок",1.35600457410451e-307
"45388",8,"блпзок",2.90583457779721e-12
"45389",9,"блпзок",8.39342969900667e-309
"45390",10,"блпзок",1.11155366403821e-302
"45391",1,"бобр",1.12712093098069e-52
"45392",2,"бобр",3.72007597602084e-44
"45393",3,"бобр",3.72007597602084e-44
"45394",4,"бобр",0
"45395",5,"бобр",3.72007597602084e-44
"45396",6,"бобр",9.01486258272845e-317
"45397",7,"бобр",3.72007597602084e-44
"45398",8,"бобр",0.000139689378383325
"45399",9,"бобр",3.72007597602084e-44
"45400",10,"бобр",0
"45401",1,"бова",1.63010694338544e-45
"45402",2,"бова",3.72007597602084e-44
"45403",3,"бова",9.14880960849119e-05
"45404",4,"бова",1.77725294122013e-319
"45405",5,"бова",0
"45406",6,"бова",0
"45407",7,"бова",2.6957195329311e-39
"45408",8,"бова",5.3507309444607e-321
"45409",9,"бова",0
"45410",10,"бова",1.5296272395245e-320
"45411",1,"богатый",0
"45412",2,"богатый",4.98647162856738e-22
"45413",3,"богатый",9.14880960849024e-05
"45414",4,"богатый",1.53800615732307e-17
"45415",5,"богатый",0
"45416",6,"богатый",0
"45417",7,"богатый",0
"45418",8,"богатый",1.66994188294341e-321
"45419",9,"богатый",0
"45420",10,"богатый",1.06481027991705e-319
"45421",1,"богданов",4.96147246910163e-30
"45422",2,"богданов",7.81192204010526e-56
"45423",3,"богданов",1.04974735414214e-125
"45424",4,"богданов",0
"45425",5,"богданов",1.13537134286044e-55
"45426",6,"богданов",1.29091829010998e-55
"45427",7,"богданов",0.000121937780305409
"45428",8,"богданов",1.47101095808667e-55
"45429",9,"богданов",1.07948406104445e-55
"45430",10,"богданов",1.73250411249433e-63
"45431",1,"богданова",1.46225616982928e-16
"45432",2,"богданова",3.72007597602084e-44
"45433",3,"богданова",3.72007597602084e-44
"45434",4,"богданова",4.84868096548174e-287
"45435",5,"богданова",0
"45436",6,"богданова",1.89905070526346e-52
"45437",7,"богданова",0.000121937780305262
"45438",8,"богданова",9.38724727098368e-323
"45439",9,"богданова",3.72007597602084e-44
"45440",10,"богданова",2.35175247420433e-320
"45441",1,"бод",1.48219693752374e-323
"45442",2,"бод",1.2504801496242e-320
"45443",3,"бод",8.27167105558413e-26
"45444",4,"бод",0.000145983592504751
"45445",5,"бод",0
"45446",6,"бод",4.94065645841247e-324
"45447",7,"бод",0
"45448",8,"бод",3.57540485925935e-319
"45449",9,"бод",9.1680518206634e-267
"45450",10,"бод",7.31635629447072e-318
"45451",1,"боевик",3.97316116199641e-305
"45452",2,"боевик",2.35983701021407e-30
"45453",3,"боевик",2.77165596078572e-307
"45454",4,"боевик",9.81727200236813e-299
"45455",5,"боевик",0.000107816546534024
"45456",6,"боевик",1.75854652443818e-301
"45457",7,"боевик",2.321746443878e-256
"45458",8,"боевик",2.49819083818969e-301
"45459",9,"боевик",2.96032088893903e-309
"45460",10,"боевик",1.08977682603854e-300
"45461",1,"боеспособность",1.38338380835549e-322
"45462",2,"боеспособность",0
"45463",3,"боеспособность",9.14880960849119e-05
"45464",4,"боеспособность",4.33443173514468e-316
"45465",5,"боеспособность",0
"45466",6,"боеспособность",1.08694442085074e-322
"45467",7,"боеспособность",2.96439387504748e-323
"45468",8,"боеспособность",3.84473190038291e-317
"45469",9,"боеспособность",1.47725628106533e-321
"45470",10,"боеспособность",1.91403501527128e-317
"45471",1,"бож",3.43616357345602e-316
"45472",2,"бож",4.67323676760554e-13
"45473",3,"бож",1.23922533421193e-318
"45474",4,"бож",0.000145917590798751
"45475",5,"бож",9.85759776582455e-320
"45476",6,"бож",7.17192593600226e-316
"45477",7,"бож",5.51294104315733e-08
"45478",8,"бож",3.27391388663985e-313
"45479",9,"бож",5.22229253197242e-267
"45480",10,"бож",3.6591809523375e-311
"45481",1,"божш",0
"45482",2,"божш",7.3364977174044e-19
"45483",3,"божш",3.72007597602084e-44
"45484",4,"божш",1.87744945419674e-322
"45485",5,"божш",3.72007597602084e-44
"45486",6,"божш",0
"45487",7,"божш",3.72007597602084e-44
"45488",8,"божш",4.94065645841247e-324
"45489",9,"божш",0.000102509416868139
"45490",10,"божш",6.91691904177745e-323
"45491",1,"бойцов",0.000121721501870551
"45492",2,"бойцов",2.32246088211375e-08
"45493",3,"бойцов",3.18113321908048e-249
"45494",4,"бойцов",5.2900507745726e-308
"45495",5,"бойцов",9.85043467892058e-313
"45496",6,"бойцов",4.8768004210381e-309
"45497",7,"бойцов",3.25704392003917e-20
"45498",8,"бойцов",8.62869389948347e-310
"45499",9,"бойцов",5.23671196876797e-314
"45500",10,"бойцов",1.28280282244089e-307
"45501",1,"болезнь",3.72007597602084e-44
"45502",2,"болезнь",1.19191308551876e-55
"45503",3,"болезнь",3.72007597602084e-44
"45504",4,"болезнь",3.72007597602084e-44
"45505",5,"болезнь",1.48114079571384e-43
"45506",6,"болезнь",3.72007597602084e-44
"45507",7,"болезнь",0.000121937780305409
"45508",8,"болезнь",3.72007597602084e-44
"45509",9,"болезнь",3.72007597602084e-44
"45510",10,"болезнь",0
"45511",1,"болйе",7.350112277363e-315
"45512",2,"болйе",2.33226596124601e-304
"45513",3,"болйе",1.4985011038365e-320
"45514",4,"болйе",9.35277828713592e-317
"45515",5,"болйе",1.904030185943e-319
"45516",6,"болйе",2.54152111250937e-317
"45517",7,"болйе",1.78966848368234e-19
"45518",8,"болйе",8.27637843291639e-89
"45519",9,"болйе",0.00010250941686814
"45520",10,"болйе",4.69400505830823e-311
"45521",1,"болко",9.0219985597232e-65
"45522",2,"болко",7.82473403850403e-19
"45523",3,"болко",1.44118948891892e-320
"45524",4,"болко",3.80991268861604e-313
"45525",5,"болко",6.46880150099944e-320
"45526",6,"болко",2.15550959967619e-319
"45527",7,"болко",1.14241317090934e-318
"45528",8,"болко",5.2784631571165e-315
"45529",9,"болко",1.12730824729336e-16
"45530",10,"болко",0.000157047054249619
"45531",1,"болотина",3.72007597602084e-44
"45532",2,"болотина",3.72007597602084e-44
"45533",3,"болотина",3.72007597602084e-44
"45534",4,"болотина",0
"45535",5,"болотина",1.24320621865685e-55
"45536",6,"болотина",3.72007597602084e-44
"45537",7,"болотина",3.72007597602084e-44
"45538",8,"болотина",0.000139689378383325
"45539",9,"болотина",3.72007597602084e-44
"45540",10,"болотина",4.94065645841247e-324
"45541",1,"болыпевиков",0.000121759621292726
"45542",2,"болыпевиков",3.72007597602084e-44
"45543",3,"болыпевиков",4.16780102927624e-218
"45544",4,"болыпевиков",1.74082257676851e-53
"45545",5,"болыпевиков",2.96439387504748e-323
"45546",6,"болыпевиков",9.32704091617227e-277
"45547",7,"болыпевиков",8.54733567305357e-322
"45548",8,"болыпевиков",4.34232813932934e-318
"45549",9,"болыпевиков",1.48219693752374e-323
"45550",10,"болыпевиков",5.29634739477122e-315
"45551",1,"больничный",5.30167653028637e-38
"45552",2,"больничный",3.72007597602084e-44
"45553",3,"больничный",3.72007597602084e-44
"45554",4,"больничный",0
"45555",5,"больничный",3.72007597602084e-44
"45556",6,"больничный",2.3628030274876e-67
"45557",7,"больничный",0.000243875409493007
"45558",8,"больничный",1.73117412668055e-10
"45559",9,"больничный",3.72007597602084e-44
"45560",10,"больничный",1.76183809306989e-320
"45561",1,"больннчные",5.8468273460411e-40
"45562",2,"больннчные",1.14942655012025e-16
"45563",3,"больннчные",5.93555644944298e-319
"45564",4,"больннчные",2.15018714055826e-117
"45565",5,"больннчные",4.76948988672713e-313
"45566",6,"больннчные",2.22257552241597e-264
"45567",7,"больннчные",0.00012193778030522
"45568",8,"больннчные",1.77666200990368e-313
"45569",9,"больннчные",2.49828691003874e-316
"45570",10,"больннчные",6.27865631567501e-311
"45571",1,"большевнков",3.72007597602084e-44
"45572",2,"большевнков",1.29318677926034e-82
"45573",3,"большевнков",1.41350085729441e-38
"45574",4,"большевнков",0.000145983592504751
"45575",5,"большевнков",3.72007597602084e-44
"45576",6,"большевнков",3.72007597602084e-44
"45577",7,"большевнков",3.72007597602084e-44
"45578",8,"большевнков",4.99006302299659e-322
"45579",9,"большевнков",3.72007597602084e-44
"45580",10,"большевнков",3.65993949126279e-319
"45581",1,"большой",5.02498704130417e-317
"45582",2,"большой",7.50034319430829e-05
"45583",3,"большой",2.1573482642734e-273
"45584",4,"большой",5.81983405341591e-312
"45585",5,"большой",5.74485440795877e-285
"45586",6,"большой",0.000366407099335931
"45587",7,"большой",5.92817782851801e-238
"45588",8,"большой",1.46711696188624e-28
"45589",9,"большой",7.61671906476679e-248
"45590",10,"большой",2.00315157168439e-134
"45591",1,"больщ",2.06282869765636e-298
"45592",2,"больщ",7.49167308005159e-307
"45593",3,"больщ",5.88921111982495e-303
"45594",4,"больщ",2.43839816284822e-295
"45595",5,"больщ",0.000107816546534024
"45596",6,"больщ",9.26746489634857e-300
"45597",7,"больщ",2.49972262700363e-300
"45598",8,"больщ",1.86289610072967e-296
"45599",9,"больщ",5.17889562543176e-302
"45600",10,"больщ",9.49201844575679e-294
"45601",1,"болеть",1.0997515173622e-304
"45602",2,"болеть",7.82044462246418e-11
"45603",3,"болеть",1.37636729288982e-309
"45604",4,"болеть",1.04201456907424e-301
"45605",5,"болеть",3.46015918261337e-46
"45606",6,"болеть",0.000122587526814166
"45607",7,"болеть",4.19165512647356e-307
